RELEVANT_IMPRESSIONS_DAILY,FROM_IDEOLOGY,TO_IDEOLOGY,FROM_MEDIA,TO_MEDIA,FROM_LR,TO_LR
3.851437592,Socialist,Unclassified,YouTube,YouTube,C,R
2316.844204482,Conspiracy,Religious Conservative,YouTube,YouTube,C,C
7968.122321379,Religious Conservative,Anti-SJW,Missing Link Media,Missing Link Media,R,R
268.1293952,Anti-theist,Religious Conservative,YouTube,Missing Link Media,L,R
70.843701511,Partisan Left,Partisan Left,Mainstream Media,Mainstream Media,C,L
34.466230338,Unclassified,Libertarian,YouTube,YouTube,L,C
8486.328554777,Partisan Right,Social Justice,Missing Link Media,Missing Link Media,R,L
5099.203424005,Social Justice,Religious Conservative,Missing Link Media,Missing Link Media,L,R
0.003977272727,Center/Left MSM,Libertarian,Missing Link Media,YouTube,C,C
246.880279254,Partisan Right,Libertarian,YouTube,YouTube,C,C
28680.114928023,Partisan Left,Center/Left MSM,Mainstream Media,Missing Link Media,L,C
1856.674538202,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,C,C
36.504458182,Black,Religious Conservative,YouTube,YouTube,R,R
73.624710859,MRA,Conspiracy,YouTube,YouTube,C,R
231.390211937,Partisan Right,Social Justice,YouTube,YouTube,R,C
1.742104943,MRA,Center/Left MSM,YouTube,Missing Link Media,R,L
473.409174784,Center/Left MSM,MRA,Missing Link Media,YouTube,C,R
570.554854437,White Identitarian,Partisan Right,YouTube,Mainstream Media,R,C
0.44396745,Center/Left MSM,Partisan Left,Missing Link Media,YouTube,L,C
530.460959219,Partisan Right,Partisan Left,Mainstream Media,YouTube,C,L
257.755711117,Religious Conservative,Black,Missing Link Media,YouTube,R,L
557.903776175,Unclassified,Religious Conservative,Mainstream Media,Missing Link Media,R,R
0,Unclassified,MRA,Mainstream Media,YouTube,R,C
243.267448115,Center/Left MSM,Anti-theist,Missing Link Media,YouTube,C,C
283.302092407,Partisan Right,Anti-theist,Missing Link Media,YouTube,R,C
0,Libertarian,LGBT,YouTube,YouTube,R,C
5767.230711042,MRA,Partisan Right,YouTube,Mainstream Media,C,R
54.491345553,Conspiracy,Socialist,YouTube,YouTube,R,C
49.557084943,Religious Conservative,Unclassified,YouTube,Mainstream Media,R,L
11.334606818,Center/Left MSM,Black,Missing Link Media,YouTube,C,L
122.364946829,Anti-SJW,Anti-theist,Missing Link Media,YouTube,R,C
211.834433903,Anti-SJW,Religious Conservative,YouTube,YouTube,C,C
0.1518979545,Libertarian,MRA,YouTube,YouTube,C,C
2.537354757,Libertarian,White Identitarian,YouTube,YouTube,C,R
105.22830427,Partisan Right,Anti-SJW,Missing Link Media,Missing Link Media,R,R
0,Unclassified,Conspiracy,Mainstream Media,YouTube,L,R
6.903874563,Religious Conservative,Social Justice,YouTube,Mainstream Media,C,L
876.538451268,Black,Partisan Right,YouTube,Mainstream Media,C,C
0.1085563352,Libertarian,Social Justice,YouTube,Mainstream Media,R,C
354.808989659,Partisan Right,Unclassified,Mainstream Media,Mainstream Media,R,L
15880.036082187,Social Justice,Social Justice,YouTube,YouTube,C,C
0,Partisan Left,Conspiracy,Mainstream Media,YouTube,L,L
0.2733252756,Partisan Left,Religious Conservative,Mainstream Media,YouTube,C,R
0.8812911122,LGBT,Partisan Right,YouTube,YouTube,C,R
56.732593561,MRA,Libertarian,YouTube,YouTube,R,C
39.20673306,Religious Conservative,Unclassified,YouTube,YouTube,C,R
55.361632753,White Identitarian,QAnon,YouTube,YouTube,R,C
1.319390119,Black,Conspiracy,YouTube,YouTube,R,C
1431.945910108,Anti-SJW,Partisan Right,YouTube,YouTube,L,R
3.624235156,Religious Conservative,Anti-SJW,YouTube,YouTube,R,L
1.302979554,Socialist,Libertarian,YouTube,YouTube,C,C
0.2415281411,Socialist,QAnon,YouTube,YouTube,L,C
142.641181828,Anti-theist,Religious Conservative,YouTube,YouTube,C,C
14.334279848,Anti-SJW,Social Justice,YouTube,Mainstream Media,R,C
2.161966125,Unclassified,Center/Left MSM,YouTube,Missing Link Media,L,L
0.1045118949,Social Justice,Partisan Left,YouTube,Mainstream Media,L,C
31558.703970087,Social Justice,Unclassified,Mainstream Media,Mainstream Media,L,L
28.183511108,Religious Conservative,LGBT,Missing Link Media,YouTube,R,L
19.973126643,Black,Unclassified,YouTube,YouTube,R,C
5.651756241,LGBT,Anti-SJW,YouTube,YouTube,C,C
0.7310000028,QAnon,LGBT,YouTube,YouTube,R,L
0.05297315909,Black,Partisan Left,YouTube,YouTube,R,L
0,Unclassified,Black,Mainstream Media,YouTube,L,C
3869.412896287,Unclassified,Partisan Right,YouTube,Mainstream Media,C,C
0.350873331,Black,Unclassified,YouTube,YouTube,R,R
0.1040989219,Partisan Right,Socialist,Mainstream Media,YouTube,C,L
2.08822975,Partisan Right,Center/Left MSM,Mainstream Media,Missing Link Media,R,L
12.957582801,Partisan Right,Social Justice,Mainstream Media,YouTube,R,C
0,Partisan Right,Conspiracy,Mainstream Media,YouTube,R,L
0.132357723,Center/Left MSM,LGBT,Mainstream Media,YouTube,L,C
0.399580446,Anti-SJW,Partisan Left,YouTube,Mainstream Media,C,C
7.903192232,Black,Center/Left MSM,YouTube,Missing Link Media,C,L
1.141099699,Center/Left MSM,Center/Left MSM,Missing Link Media,Missing Link Media,L,C
0.01704545455,Partisan Left,Center/Left MSM,YouTube,Missing Link Media,C,L
1.905123798,Social Justice,LGBT,Missing Link Media,YouTube,L,C
2.71324397,Unclassified,Anti-theist,Mainstream Media,YouTube,R,L
9.682501349,Anti-SJW,Black,YouTube,YouTube,R,R
24.999927217,MRA,Partisan Right,YouTube,Mainstream Media,R,C
2.200304697,Anti-theist,Social Justice,YouTube,YouTube,L,C
0,Black,White Identitarian,YouTube,YouTube,R,R
25.349987139,Partisan Right,Religious Conservative,Mainstream Media,YouTube,C,R
0.1884154659,Religious Conservative,Social Justice,YouTube,Mainstream Media,R,C
8.280388549,Conspiracy,Anti-SJW,YouTube,YouTube,L,C
0,Social Justice,Black,YouTube,YouTube,L,R
36.801862351,Anti-SJW,LGBT,YouTube,YouTube,L,L
4.221381751,MRA,Anti-SJW,YouTube,Missing Link Media,C,R
0,Partisan Right,QAnon,Mainstream Media,YouTube,C,C
0.2539623087,Partisan Right,Socialist,Missing Link Media,YouTube,R,C
0,Partisan Left,Religious Conservative,Mainstream Media,Missing Link Media,C,R
43.128532784,Anti-SJW,Libertarian,YouTube,YouTube,L,C
1146.85762597,Anti-SJW,Social Justice,YouTube,Missing Link Media,L,L
0.05115956555,Center/Left MSM,Partisan Right,Missing Link Media,Missing Link Media,L,R
2.619427839,Conspiracy,Conspiracy,YouTube,YouTube,L,C
0,Unclassified,MRA,Mainstream Media,YouTube,L,R
0,White Identitarian,Center/Left MSM,YouTube,Mainstream Media,C,C
0,Unclassified,Libertarian,Mainstream Media,YouTube,L,R
0,Religious Conservative,LGBT,YouTube,YouTube,R,C
0.1662915305,Unclassified,Unclassified,Mainstream Media,Mainstream Media,R,L
0,Anti-theist,LGBT,YouTube,YouTube,C,C
0.01525131818,White Identitarian,White Identitarian,YouTube,YouTube,C,R
0.4132373295,White Identitarian,Unclassified,YouTube,Mainstream Media,R,L
0.09445212074,LGBT,QAnon,YouTube,YouTube,C,R
0.6754047727,Conspiracy,Partisan Right,YouTube,Missing Link Media,L,R
0.04048271165,MRA,Social Justice,YouTube,Mainstream Media,C,C
0.001288265152,Conspiracy,White Identitarian,YouTube,YouTube,L,R
0.1599533381,LGBT,Black,YouTube,YouTube,C,L
0.06818,QAnon,Anti-SJW,YouTube,Missing Link Media,C,R
0.07062705185,Center/Left MSM,Social Justice,Mainstream Media,Mainstream Media,L,C
0,Unclassified,Conspiracy,Mainstream Media,YouTube,R,L
0.09798085227,White Identitarian,Conspiracy,YouTube,YouTube,C,R
0,Center/Left MSM,MRA,Missing Link Media,YouTube,L,C
0,Partisan Left,MRA,Mainstream Media,YouTube,C,C
0,Unclassified,Black,Mainstream Media,YouTube,R,R
0,Partisan Left,Social Justice,Mainstream Media,Mainstream Media,L,C
3075439.53481562,Anti-SJW,Anti-SJW,YouTube,YouTube,R,C
139.038710996,,Black,,YouTube,,C
6082199.50314338,Partisan Left,Center/Left MSM,Mainstream Media,Mainstream Media,L,L
8549912.78801582,Center/Left MSM,Center/Left MSM,Mainstream Media,Mainstream Media,C,L
4.169325868,,Partisan Right,,YouTube,,C
157908.189123953,Unclassified,Anti-SJW,YouTube,YouTube,C,R
862028.28337973,Center/Left MSM,Partisan Left,Mainstream Media,YouTube,C,L
2421086.85369513,Center/Left MSM,Unclassified,Mainstream Media,YouTube,C,C
151442.323666653,Center/Left MSM,Libertarian,Mainstream Media,YouTube,C,R
8203446.70046999,Partisan Left,Partisan Left,YouTube,YouTube,L,L
90803.959264561,Unclassified,Center/Left MSM,YouTube,Mainstream Media,L,C
931662.524437488,Partisan Left,Social Justice,Mainstream Media,Missing Link Media,L,L
7990.627883987,Anti-SJW,QAnon,YouTube,YouTube,R,R
56540.51157594,Anti-SJW,MRA,YouTube,YouTube,R,R
16124.130786451,Conspiracy,QAnon,YouTube,YouTube,R,R
919.142918191,Unclassified,Conspiracy,YouTube,YouTube,L,R
41245.101860648,Religious Conservative,Conspiracy,YouTube,YouTube,R,R
841.783777926,Unclassified,Anti-theist,YouTube,YouTube,L,C
643.368492792,Center/Left MSM,Partisan Right,Mainstream Media,YouTube,L,C
324558.186228297,Conspiracy,Anti-SJW,YouTube,YouTube,R,R
2010980.35557014,Partisan Left,Center/Left MSM,YouTube,Mainstream Media,L,C
46475.150049716,Unclassified,Center/Left MSM,YouTube,Mainstream Media,L,L
39824.814130066,Social Justice,Unclassified,Mainstream Media,YouTube,L,L
3428.719348585,Center/Left MSM,Anti-SJW,Mainstream Media,Missing Link Media,C,R
597097.883613622,Partisan Left,Anti-SJW,YouTube,YouTube,L,C
1278.349415049,Unclassified,Religious Conservative,YouTube,Missing Link Media,C,R
1071.27324112,Social Justice,Conspiracy,Mainstream Media,YouTube,L,R
3089.997377448,LGBT,Partisan Left,YouTube,YouTube,L,L
322005.010972041,Social Justice,Social Justice,Missing Link Media,YouTube,L,L
4923.10956481,Partisan Left,MRA,Mainstream Media,YouTube,L,R
6169.184618272,Libertarian,Religious Conservative,YouTube,YouTube,R,R
18571.571703297,Social Justice,Libertarian,Missing Link Media,YouTube,L,R
59959.678034302,Unclassified,Social Justice,YouTube,Mainstream Media,L,L
241283.483058822,Social Justice,Center/Left MSM,YouTube,Mainstream Media,L,L
439720.986668777,Partisan Right,Partisan Right,Missing Link Media,Missing Link Media,R,R
2754911.68585971,Partisan Left,Social Justice,YouTube,Mainstream Media,L,L
4090.821248548,Partisan Right,Partisan Left,YouTube,YouTube,R,C
400697.801297737,Social Justice,Partisan Right,Mainstream Media,Mainstream Media,L,R
15174.034901318,Partisan Right,Anti-SJW,YouTube,Missing Link Media,R,R
9445.17360973,Unclassified,Anti-SJW,Mainstream Media,YouTube,R,C
753280.813691676,Unclassified,Unclassified,YouTube,YouTube,L,L
511218.670432905,Unclassified,Social Justice,YouTube,Mainstream Media,C,L
296702.169731623,QAnon,Libertarian,YouTube,YouTube,R,R
45616194.5399881,Partisan Right,Partisan Right,Mainstream Media,Mainstream Media,R,R
363482.570316741,Unclassified,Unclassified,YouTube,YouTube,R,C
92676.792737359,Black,Center/Left MSM,YouTube,Mainstream Media,L,C
4141.876276625,Unclassified,Partisan Right,YouTube,Missing Link Media,C,R
609.480830669,Social Justice,QAnon,Missing Link Media,YouTube,L,R
41696.671643494,Black,Unclassified,YouTube,YouTube,C,C
0.3688639034,Religious Conservative,Socialist,YouTube,YouTube,C,L
889137.826670828,Social Justice,Partisan Right,Missing Link Media,Mainstream Media,L,R
21667.435549622,Religious Conservative,Partisan Right,Missing Link Media,Missing Link Media,R,R
472.304318648,LGBT,Center/Left MSM,YouTube,Mainstream Media,L,L
19522.409394748,Social Justice,Unclassified,YouTube,YouTube,L,R
5174.197346948,Center/Left MSM,Unclassified,Mainstream Media,Mainstream Media,L,L
944033.765565354,Black,,YouTube,,L,
2571.905265419,Socialist,,YouTube,,C,
3532.211741239,Unclassified,Social Justice,YouTube,YouTube,R,L
5063.438144231,Social Justice,Religious Conservative,YouTube,Missing Link Media,L,R
23494.955247911,QAnon,Unclassified,YouTube,Mainstream Media,R,R
12.700732577,Conspiracy,Center/Left MSM,YouTube,Missing Link Media,R,L
0.02253459203,Partisan Right,LGBT,Mainstream Media,YouTube,R,C
9.657704972,,QAnon,,YouTube,,R
3641626.44296728,Partisan Right,Partisan Right,YouTube,YouTube,R,R
13586395.7997068,Center/Left MSM,Partisan Left,Mainstream Media,Mainstream Media,C,L
7857.874334605,Unclassified,Anti-SJW,YouTube,YouTube,L,R
346407.407578211,Partisan Right,Anti-SJW,Mainstream Media,YouTube,R,R
414635.777325424,QAnon,Partisan Right,YouTube,YouTube,R,R
45.496564847,Religious Conservative,QAnon,YouTube,YouTube,C,R
19605.374583056,Social Justice,Anti-theist,YouTube,YouTube,L,L
357254.387478535,Partisan Right,Partisan Left,Mainstream Media,YouTube,R,L
424368.071738296,Unclassified,Center/Left MSM,YouTube,Mainstream Media,C,L
3.570888972,,Religious Conservative,,YouTube,,C
171130.521561174,Partisan Right,Religious Conservative,YouTube,YouTube,R,R
109116.709184999,Partisan Left,Unclassified,Mainstream Media,YouTube,L,L
97876.948235242,QAnon,Anti-SJW,YouTube,YouTube,R,C
1399.46264959,Social Justice,MRA,YouTube,YouTube,L,R
6354.520278672,Partisan Left,Anti-theist,YouTube,YouTube,L,C
25188.3788773,Partisan Left,Unclassified,YouTube,Mainstream Media,L,R
659266.544474093,Anti-theist,Anti-theist,YouTube,YouTube,L,L
8.004789711,Unclassified,Center/Left MSM,Mainstream Media,Mainstream Media,L,C
13326.390393582,Anti-SJW,Religious Conservative,YouTube,YouTube,C,R
22086.60506462,Partisan Right,Religious Conservative,Mainstream Media,YouTube,R,R
30984.92251979,Social Justice,Black,YouTube,YouTube,L,C
137497.742454613,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,C,L
1019582.8152499,Social Justice,Social Justice,YouTube,Mainstream Media,L,L
7942.657637472,Religious Conservative,Socialist,YouTube,YouTube,R,L
31904.358445339,Social Justice,Anti-SJW,Missing Link Media,YouTube,L,R
25981.590214927,Black,Anti-SJW,YouTube,YouTube,L,C
973.241122299,Partisan Left,Anti-SJW,YouTube,Missing Link Media,L,R
4611.865148062,Partisan Left,Religious Conservative,YouTube,YouTube,L,R
15044.222583152,Unclassified,Partisan Left,YouTube,YouTube,R,L
19023.2636393,Center/Left MSM,Religious Conservative,Mainstream Media,YouTube,C,C
51.819431614,Unclassified,White Identitarian,YouTube,YouTube,L,R
1211.26649238,Unclassified,Black,YouTube,YouTube,R,C
749.838338171,Libertarian,Partisan Right,YouTube,Missing Link Media,C,R
48.009958389,Partisan Right,Partisan Right,Missing Link Media,YouTube,R,C
1447.278972685,Religious Conservative,MRA,YouTube,YouTube,R,R
88451.311491942,QAnon,Unclassified,YouTube,YouTube,R,R
6.282126044,Religious Conservative,Partisan Left,YouTube,YouTube,C,L
3689.177996258,Center/Left MSM,Partisan Right,Mainstream Media,Missing Link Media,L,R
701.720957681,LGBT,Anti-theist,YouTube,YouTube,L,L
1445237.34793314,Religious Conservative,,YouTube,,R,
87.414058286,Anti-theist,Partisan Left,YouTube,YouTube,C,C
801.103055903,Anti-SJW,Conspiracy,Missing Link Media,YouTube,R,R
20600.888122977,Partisan Right,,Mainstream Media,,C,
30341.304731168,White Identitarian,Partisan Left,YouTube,Mainstream Media,R,L
260893.043804379,Partisan Right,,YouTube,,C,
30605.079353374,Anti-theist,Partisan Left,YouTube,Mainstream Media,C,L
71650.741266334,Partisan Left,Unclassified,YouTube,Mainstream Media,L,L
17.461055485,LGBT,Conspiracy,YouTube,YouTube,L,R
156.886131339,Partisan Left,Libertarian,Mainstream Media,YouTube,L,C
1712.98006676,Libertarian,Unclassified,YouTube,YouTube,C,R
850.567880823,MRA,Partisan Right,YouTube,Missing Link Media,R,R
986.982059805,Black,Libertarian,YouTube,YouTube,L,R
1112.641548194,Anti-SJW,Conspiracy,Missing Link Media,YouTube,R,C
3534.004958646,Socialist,Socialist,YouTube,YouTube,C,C
5651.121186541,Partisan Right,Unclassified,YouTube,YouTube,C,R
1402.748610637,Social Justice,Partisan Left,YouTube,YouTube,C,L
1768.243372263,Socialist,Partisan Left,YouTube,YouTube,L,C
17.688767537,Socialist,Anti-theist,YouTube,YouTube,C,L
1227.921101431,QAnon,Anti-theist,YouTube,YouTube,R,L
20271.032360403,Anti-SJW,Libertarian,Missing Link Media,YouTube,R,R
24.781405373,Anti-theist,Socialist,YouTube,YouTube,C,C
5.273798298,Partisan Right,Social Justice,YouTube,YouTube,C,C
102.316062459,Religious Conservative,Anti-theist,Missing Link Media,YouTube,R,L
654.412028512,Anti-SJW,Unclassified,YouTube,Mainstream Media,R,L
14.013146207,Religious Conservative,Anti-SJW,YouTube,YouTube,C,C
0.1345745018,Religious Conservative,LGBT,YouTube,YouTube,R,L
2.156952284,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,L,C
5562.437498436,Religious Conservative,Unclassified,Missing Link Media,Mainstream Media,R,R
0,Unclassified,QAnon,Mainstream Media,YouTube,L,R
14.090858433,Center/Left MSM,Anti-SJW,Mainstream Media,YouTube,C,L
76.55254743,Conspiracy,Partisan Left,YouTube,Mainstream Media,L,L
642.504006363,Partisan Right,Religious Conservative,YouTube,YouTube,C,C
0.6185857955,Partisan Left,Social Justice,YouTube,YouTube,C,C
34.051052091,Partisan Right,Social Justice,Mainstream Media,Missing Link Media,C,L
141.550832025,Unclassified,Black,YouTube,YouTube,R,L
6800.047018948,Anti-SJW,Religious Conservative,Missing Link Media,Missing Link Media,R,R
0.7675134097,Center/Left MSM,LGBT,Mainstream Media,YouTube,C,C
29.806546813,White Identitarian,Partisan Right,YouTube,YouTube,R,C
0.3985344048,Partisan Left,Socialist,Mainstream Media,YouTube,L,C
3.19186794,Black,Anti-SJW,YouTube,YouTube,R,R
6.813351321,MRA,Social Justice,YouTube,YouTube,R,C
106.177153982,Social Justice,Black,YouTube,YouTube,C,L
0.01161936364,Unclassified,Partisan Left,YouTube,Mainstream Media,R,C
4.939072396,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,L,L
306.28692358,Libertarian,Religious Conservative,YouTube,YouTube,R,C
0,Center/Left MSM,Partisan Right,Missing Link Media,YouTube,L,C
244179.924554091,Partisan Left,Unclassified,Mainstream Media,YouTube,L,R
4519.006395577,Social Justice,Conspiracy,Missing Link Media,YouTube,L,R
6051.488409711,Anti-theist,Partisan Right,YouTube,YouTube,C,R
16058.998756491,Social Justice,Black,Mainstream Media,YouTube,L,C
22964.814284506,Libertarian,Social Justice,YouTube,YouTube,R,L
5047.101495565,Center/Left MSM,Anti-theist,Mainstream Media,YouTube,L,C
207.220685447,Center/Left MSM,Center/Left MSM,Missing Link Media,Mainstream Media,L,C
239.008760662,Anti-SJW,Libertarian,YouTube,YouTube,C,C
1914.726076936,Center/Left MSM,Partisan Left,Mainstream Media,YouTube,L,C
8945.130789131,Anti-SJW,Black,YouTube,YouTube,C,L
7.901350713,Socialist,Conspiracy,YouTube,YouTube,C,R
69298.76282514,Center/Left MSM,Center/Left MSM,Mainstream Media,Missing Link Media,C,C
6855226.21810578,Partisan Right,,YouTube,,R,
18743.264512865,QAnon,Center/Left MSM,YouTube,Mainstream Media,C,C
67624.367696603,MRA,Partisan Right,YouTube,Mainstream Media,R,R
2303.223070407,Partisan Right,Conspiracy,YouTube,YouTube,C,C
53.660906007,Unclassified,Partisan Right,YouTube,YouTube,L,C
610.397729256,MRA,Religious Conservative,YouTube,Missing Link Media,R,R
6225.333798567,Center/Left MSM,Religious Conservative,Mainstream Media,YouTube,L,C
183.316855595,Conspiracy,Social Justice,YouTube,YouTube,R,C
35287.772834304,Center/Left MSM,Center/Left MSM,Mainstream Media,Missing Link Media,L,C
7485.210120453,Partisan Right,Conspiracy,Missing Link Media,YouTube,R,C
0.0902025,Partisan Right,Religious Conservative,Mainstream Media,Missing Link Media,C,R
4543.109578644,Religious Conservative,Anti-theist,YouTube,YouTube,R,L
19.676923231,Unclassified,Anti-theist,Mainstream Media,YouTube,R,C
4.420266214,Unclassified,Anti-SJW,YouTube,YouTube,R,L
1765.469122582,Partisan Left,Religious Conservative,YouTube,YouTube,L,C
72.618689174,Partisan Left,Social Justice,YouTube,Missing Link Media,C,L
182.034439239,Black,MRA,YouTube,YouTube,L,R
640.794504571,Anti-SJW,Unclassified,YouTube,YouTube,L,L
1.321625836,Unclassified,Unclassified,Mainstream Media,YouTube,L,C
6.880964468,Partisan Right,White Identitarian,YouTube,YouTube,C,R
0,Partisan Right,MRA,Mainstream Media,YouTube,R,C
0.7436288485,Conspiracy,Unclassified,YouTube,YouTube,L,R
15.888395034,MRA,White Identitarian,YouTube,YouTube,C,R
1517.901011772,Conspiracy,Anti-SJW,YouTube,Missing Link Media,R,R
10967.026502481,Unclassified,Social Justice,YouTube,Missing Link Media,R,L
0.01368137642,Religious Conservative,Social Justice,YouTube,YouTube,C,L
8.234768445,Religious Conservative,Socialist,YouTube,YouTube,R,C
127.428350063,Anti-SJW,Center/Left MSM,YouTube,Missing Link Media,R,L
0.143371524,Center/Left MSM,Libertarian,Missing Link Media,YouTube,L,C
62.218052941,Anti-theist,Anti-SJW,YouTube,YouTube,C,L
187.476243637,LGBT,Libertarian,YouTube,YouTube,L,R
0.1394246932,Unclassified,QAnon,YouTube,YouTube,L,C
45.09390378,Socialist,Social Justice,YouTube,YouTube,C,L
2.369346875,Social Justice,Anti-SJW,Missing Link Media,YouTube,L,L
0,,Social Justice,,Mainstream Media,,C
0.6449896364,LGBT,Partisan Left,YouTube,YouTube,C,L
568.505991392,LGBT,Center/Left MSM,YouTube,Missing Link Media,L,C
1181.587139863,Social Justice,Religious Conservative,Missing Link Media,YouTube,L,C
0,Social Justice,Libertarian,Mainstream Media,YouTube,C,R
0,Center/Left MSM,Partisan Right,Missing Link Media,YouTube,C,C
0,Partisan Left,Conspiracy,YouTube,YouTube,L,L
3769.079131913,Partisan Right,Partisan Right,Mainstream Media,Mainstream Media,C,R
544081.190159701,Partisan Left,Center/Left MSM,YouTube,Mainstream Media,L,L
28823.197835372,Anti-SJW,Partisan Left,Missing Link Media,YouTube,R,L
6559.591951206,Center/Left MSM,Black,Mainstream Media,YouTube,L,L
15379.099023496,QAnon,Partisan Left,YouTube,Mainstream Media,C,L
3477.903875419,Anti-theist,Unclassified,YouTube,YouTube,C,R
9.007345606,Unclassified,Anti-SJW,Mainstream Media,Missing Link Media,R,R
63.083069326,MRA,Black,YouTube,YouTube,R,L
0.6816072159,Unclassified,Center/Left MSM,YouTube,Missing Link Media,R,L
292.340966192,Anti-theist,Unclassified,YouTube,Mainstream Media,C,R
34739.840385056,Partisan Left,Partisan Right,Mainstream Media,Mainstream Media,L,C
20.04481922,Social Justice,Center/Left MSM,Missing Link Media,Missing Link Media,L,L
6.773998499,Partisan Left,Anti-SJW,Mainstream Media,YouTube,C,R
0.8987594318,White Identitarian,Black,YouTube,YouTube,R,R
62.671362658,Anti-theist,Unclassified,YouTube,Mainstream Media,L,R
0.911949858,QAnon,Partisan Left,YouTube,Mainstream Media,R,C
5.72407642,QAnon,Social Justice,YouTube,Mainstream Media,R,C
21.095938628,Unclassified,Partisan Right,Mainstream Media,YouTube,L,R
3.83875608,White Identitarian,Center/Left MSM,YouTube,Missing Link Media,R,L
0,Center/Left MSM,Partisan Left,Missing Link Media,Mainstream Media,C,C
11.238570881,Partisan Left,Unclassified,Mainstream Media,YouTube,C,R
6.372794399,Partisan Right,LGBT,Missing Link Media,YouTube,R,L
13.749669013,LGBT,Anti-SJW,YouTube,YouTube,C,R
63.39003075,White Identitarian,Social Justice,YouTube,YouTube,R,C
7.655861942,Partisan Right,Social Justice,YouTube,Mainstream Media,R,C
3.763297961,Anti-theist,Social Justice,YouTube,YouTube,C,C
864.631947317,QAnon,Unclassified,YouTube,Mainstream Media,C,R
332.265533401,Black,Center/Left MSM,YouTube,Missing Link Media,L,C
7.795264304,LGBT,Partisan Right,YouTube,Mainstream Media,C,R
13.870600342,Unclassified,Social Justice,YouTube,YouTube,R,C
0.04164959659,Religious Conservative,Anti-SJW,Missing Link Media,YouTube,R,L
0,Black,Conspiracy,YouTube,YouTube,R,L
2.289917636,LGBT,Socialist,YouTube,YouTube,C,L
2786.881032859,Partisan Left,Partisan Left,Mainstream Media,Mainstream Media,C,C
15.817350398,Anti-SJW,Black,YouTube,YouTube,L,L
0.0002849190341,Religious Conservative,Partisan Left,YouTube,YouTube,C,C
295.058849115,LGBT,LGBT,YouTube,YouTube,C,C
0,Social Justice,Conspiracy,YouTube,YouTube,L,L
0.194852358,Partisan Left,Anti-theist,Mainstream Media,YouTube,C,C
0,Partisan Left,White Identitarian,Mainstream Media,YouTube,C,R
2.242763295,Social Justice,Religious Conservative,YouTube,YouTube,C,C
1.645821773,Center/Left MSM,MRA,Missing Link Media,YouTube,L,R
0.2276109025,MRA,Religious Conservative,YouTube,YouTube,C,C
1.581936804,Conspiracy,Anti-SJW,YouTube,YouTube,C,L
0,Black,Conspiracy,YouTube,YouTube,L,L
0.08496278409,Religious Conservative,Center/Left MSM,YouTube,Missing Link Media,R,L
0.4954479006,Black,Libertarian,YouTube,YouTube,R,R
0.02684659091,Social Justice,LGBT,YouTube,YouTube,C,L
2.366118389,MRA,Socialist,YouTube,YouTube,C,C
0.01622642045,LGBT,Partisan Right,YouTube,Mainstream Media,L,C
0,Center/Left MSM,Social Justice,Missing Link Media,YouTube,C,C
0,Religious Conservative,Partisan Left,YouTube,Mainstream Media,C,C
0.3243215625,Religious Conservative,Black,Missing Link Media,YouTube,R,R
0.003305772727,LGBT,Center/Left MSM,YouTube,Missing Link Media,C,C
3.370398555,Social Justice,Center/Left MSM,YouTube,Missing Link Media,C,C
0.7152151782,Center/Left MSM,Partisan Right,Missing Link Media,Mainstream Media,L,C
0.6676136364,MRA,Unclassified,YouTube,Mainstream Media,R,L
0.006818181818,Anti-theist,Center/Left MSM,YouTube,Missing Link Media,C,L
0.6046383097,Socialist,Unclassified,YouTube,Mainstream Media,L,L
0,Social Justice,Partisan Left,Mainstream Media,YouTube,C,L
0.02609495455,LGBT,Anti-SJW,YouTube,Missing Link Media,C,R
0,Center/Left MSM,Socialist,Missing Link Media,YouTube,C,C
0.008896602273,Black,MRA,YouTube,YouTube,R,R
0,Social Justice,Black,Mainstream Media,YouTube,C,L
0.01349431818,Partisan Right,Partisan Left,Mainstream Media,YouTube,C,C
0.015625,Conspiracy,Black,YouTube,YouTube,L,L
0,Partisan Right,LGBT,Mainstream Media,YouTube,C,L
0,Unclassified,QAnon,Mainstream Media,YouTube,L,C
712.737032714,,Conspiracy,,YouTube,,R
443598.069730776,Conspiracy,Unclassified,YouTube,YouTube,R,C
1034.117218534,,Partisan Right,,YouTube,,R
16359.278898489,Center/Left MSM,Conspiracy,Mainstream Media,YouTube,C,R
28980.078719615,Partisan Right,Black,YouTube,YouTube,R,C
4528.250878198,,Partisan Right,,Mainstream Media,,R
296234.194499624,Religious Conservative,Partisan Right,YouTube,YouTube,R,R
82.456937227,Partisan Left,LGBT,Mainstream Media,YouTube,L,L
817210.888664718,Social Justice,Center/Left MSM,YouTube,Mainstream Media,L,C
303629.043589677,Partisan Right,Partisan Left,YouTube,YouTube,R,L
1696.774060285,Partisan Left,Partisan Right,YouTube,YouTube,L,C
224834.869557634,Libertarian,Anti-SJW,YouTube,YouTube,R,R
21613.354402973,Unclassified,Social Justice,YouTube,YouTube,L,L
25080.832241179,Partisan Right,Social Justice,Missing Link Media,Mainstream Media,R,L
